1,1.5
2,2.0
3,4.0
4,6.5
5,3.5
6,5.5
7,4.0
8,3.0
9,3.5
10,6.0
11,3.5
12,6.5
13,4.0
14,5.5
15,4.0
16,6.5
17,3.0
18,5.0
19,3.5
20,5.5
21,2.5
22,5.0
23,2.0
24,5.0
25,4.5
26,3.0
27,4.5
28,10.0
29,4.5
30,6.0
31,3.5
32,6.0
33,2.0
34,10.0
35,2.5
36,6.5
37,3.5
38,6.5
39,3.0
40,5.0
41,3.0
42,5.0
43,0.0
44,6.0
45,4.0
46,6.0
47,3.5
48,5.0
49,3.5
50,6.0
51,3.0
52,6.5
53,3.5
54,6.5
55,5.0
56,8.0
57,3.5
58,7.0
59,4.0
60,3.0
61,5.0
62,5.0
63,1.0
64,8.5
65,5.5
66,9.0
67,3.0
68,7.5
69,3.5
70,5.5
71,4.5
72,6.0
73,7.5
74,9.0
75,4.0
76,5.0
77,4.5
78,5.0
79,3.5
80,6.0
81,3.0
82,5.5
83,3.0
84,8.5
85,2.5
86,10.0
87,4.5
88,6.0
89,6.0
90,6.5
91,3.0
92,5.0
93,3.0
94,5.5
95,2.5
96,5.5
97,3.0
98,5.5
99,3.5
100,7.0
101,4.0
102,7.0
103,4.5
104,7.0
105,4.0
106,7.0
107,3.5
108,6.0
109,4.0
110,6.5
111,4.5
112,7.5
113,4.5
114,7.5
115,5.0
116,3.5
117,5.0
118,5.0
119,3.0
120,6.0
121,4.0
122,4.5
123,4.0
124,6.0
125,4.0
126,3.5
127,5.5
128,3.0
129,4.5
130,4.5
131,4.0
132,4.5
133,4.5
134,6.0
135,4.0
136,7.5
137,4.5
138,3.5
139,4.0
140,4.5
141,5.0
142,4.0
143,5.5
144,5.0
145,4.5
146,5.0
147,4.5
148,4.5
149,4.0
150,5.5
151,5.0
152,5.5
153,5.0
154,4.5
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
