1,5
2,5
3,2
4,5
5,5
6,7
7,4
8,5.5
9,6.5
10,5
11,4
12,3
13,5
14,5.5
15,4
16,6
17,6.5
18,4
19,5.5
20,5
21,5
22,4
23,6.5
24,4
25,5
26,6.5
27,6
28,6
29,5
30,6
31,5
32,5
33,5
34,4
35,4
36,5
37,5
38,6.5
39,4
40,5
41,5
42,5.5
43,6
44,5.8
45,5
46,5
47,6
48,8
49,6.5
50,5
51,4
52,4
53,5
54,4
55,4
56,5
57,3
58,4
59,5
60,5
61,5
62,3
63,4
64,2
65,6.5
66,4
67,4
68,5
69,4
70,6
71,4
72,5.5
73,4
74,5
75,6
76,4
77,5
78,5.5
79,5
80,4
81,6.5
82,5.5
83,4
84,6.5
85,7.5
86,7
87,6.5
88,5.5
89,4
90,5
91,5
92,4
93,8
94,6
95,6.5
96,6
97,4
98,3
99,3
100,5.5
101,6
102,5
103,7
104,6
105,5
106,4
107,4
108,4.5
109,5
110,5.5
111,4
112,4
113,4.5
114,4
115,5
116,3
117,5
118,5.5
119,6.5
120,5
121,5
122,5
123,4
124,6
125,6.5
126,7
127,6
128,5
129,5
130,4
131,6.5
132,7
133,3
134,5
135,6
136,6.5
137,6.5
138,5
139,5.5
140,5
141,5
142,5.5
143,5
144,5
145,5.5
146,4
147,4
148,4
149,5
150,5
151,5
152,5
153,8
154,6.5
155,4
156,4
157,4
158,4
159,4
160,6
161,5
162,5
163,5.5
164,3
165,6
166,5.5
167,4
168,4
169,6
170,7
171,6.5
172,7
173,5.5
174,5
175,5
176,5
177,4
178,4
179,4
180,4
181,5.5
182,5
183,6
184,6.5
185,4.5
186,5.5
187,5.5
188,4
189,6.5
190,4
191,4.5
192,4.5
193,7
194,4
195,6
196,5
197,4
198,4
199,4
200,4
