1,5
2,2
3,1
4,4
5,3
6,7
7,2
8,5.5
9,4
10,4
11,3
12,3.5
13,4
14,5.5
15,2
16,6
17,6.5
18,4
19,5
20,3.5
21,4
22,4
23,7.5
24,4
25,5
26,4.5
27,5
28,6
29,3
30,7.5
31,3.5
32,3
33,4.5
34,4.5
35,3
36,5
37,5
38,7
39,3.5
40,4.5
41,5
42,5
43,3
44,8
45,4.5
46,4
47,6
48,8.5
49,5
50,5.5
51,2.5
52,2.5
53,3
54,2
55,3
56,3.5
57,2
58,3
59,3
60,4
61,5.5
62,1
63,4
64,1
65,6
66,3
67,3.5
68,2.5
69,4
70,4
71,3
72,5
73,3
74,4
75,4
76,2
77,5.5
78,4.5
79,5
80,3
81,5.5
82,4
83,2
84,5
85,8
86,6
87,4
88,5
89,2.5
90,4
91,4
92,3.5
93,7
94,3
95,5
96,6
97,4
98,2.5
99,2
100,3
101,3
102,3
103,5
104,6.5
105,3
106,2
107,4
108,3
109,3
110,4
111,3.5
112,4
113,3.5
114,3
115,3
116,2
117,4.5
118,4
119,5
120,4.5
121,2
122,5
123,1.5
124,4
125,5.5
126,7.5
127,2
128,3
129,3
130,2
131,7.5
132,5
133,1
134,4.5
135,6.5
136,3
137,5.5
138,4.5
139,4
140,3
141,4
142,3.5
143,4.5
144,3
145,4.5
146,5.5
147,2.5
148,4.5
149,3
150,2
151,5.5
152,2
153,8.5
154,3
155,3.5
156,3
157,4
158,4
159,1.5
160,6
161,3.5
162,4
163,5
164,1
165,3.5
166,4
167,3
168,4
169,5
170,6
171,6.5
172,5.5
173,6.5
174,5
175,3.5
176,3
177,2.5
178,2
179,3
180,3
181,5
182,4
183,6.5
184,7
185,6.5
186,5
187,5.5
188,4.5
189,6
190,4.5
191,5
192,4
193,8.5
194,5
195,4
196,4
197,4
198,4.5
199,4.5
200,5
