1,4.5
2,5
3,3
4,4
5,4
6,7.5
7,4
8,6
9,7
10,5
11,5.5
12,4
13,4
14,6
15,3
16,7
17,8.5
18,4
19,7.5
20,5.5
21,5
22,5.5
23,9
24,6
25,5
26,7
27,7
28,6.5
29,5.5
30,7.5
31,6
32,5
33,5
34,5.5
35,4
36,5.5
37,6
38,9
39,6
40,5
41,8
42,6
43,7.5
44,7
45,5.5
46,5
47,6.5
48,9
49,6.5
50,5
51,5.5
52,5
53,5
54,4
55,4
56,5.5
57,5
58,5
59,5
60,6
61,7
62,4
63,5
64,4
65,8
66,4
67,4
68,5
69,5.5
70,5.5
71,6.5
72,6
73,5.5
74,5
75,6
76,4
77,5
78,7
79,5
80,4
81,8.5
82,5
83,4
84,5.5
85,8
86,7
87,6.5
88,5.5
89,5
90,6
91,5
92,4
93,7.5
94,5
95,7
96,5
97,5.5
98,4
99,5
100,5
101,5.5
102,5
103,6
104,6.5
105,5.5
106,4
107,5.5
108,5
109,5
110,5.5
111,5.5
112,5
113,5.5
114,4
115,5
116,4
117,6.5
118,6
119,5
120,6
121,5
122,5
123,4
124,5
125,6.5
126,8
127,6.5
128,5
129,5
130,5
131,7
132,7.5
133,4
134,5.5
135,8
136,5
137,7.5
138,5
139,5.5
140,4
141,5
142,5
143,5.5
144,5
145,6
146,6
147,4
148,5
149,5.5
150,5
151,4
152,8
153,5
154,5
155,5
156,5
157,5
158,5
159,4
160,8
161,7
162,5
163,6
164,5
165,6.5
166,5
167,4
168,5
169,6.5
170,8.5
171,8.5
172,8
173,8
174,5.5
175,5
176,5
177,4.5
178,4
179,4
180,4.5
181,7
182,5
183,8.5
184,8
185,6.5
186,5.5
187,8
188,5
189,7.5
190,6
191,5
192,5.5
193,9
194,5
195,6
196,5
197,4
198,5
199,5
200,5
