4.5
5
3
4
4
7.5
4
6
7
5
5.5
4
4
6
3
7
8.5
4
7.5
5.5
5
5.5
9
6
5
7
7
6.5
5.5
7.5
6
5
5
5.5
4
5.5
6
9
6
5
8
6
7.5
7
5.5
5
6.5
9
6.5
5
5.5
5
5
4
4
5.5
5
5
5
6
7
4
5
4
8
4
4
5
5.5
5.5
6.5
6
5.5
5
6
4
5
7
5
4
8.5
5
4
5.5
8
7
6.5
5.5
5
6
5
4
7.5
5
7
5
5.5
4
5
5
5.5
5
6
6.5
5.5
4
5.5
5
5
5.5
5.5
5
5.5
4
5
4
6.5
6
5
6
5
5
4
5
6.5
8
6.5
5
5
5
7
7.5
4
5.5
8
5
7.5
5
5.5
4
5
5
5.5
5
6
6
4
5
5.5
5
4
8
5
5
5
5
5
5
4
8
7
5
6
5
6.5
5
4
5
6.5
8.5
8.5
8
8
5.5
5
5
4.5
4
4
4.5
7
5
8.5
8
6.5
5.5
8
5
7.5
6
5
5.5
9
5
6
5
4
5
5
5
